signal_ts,entry_ts,exit_ts,direction,session,setup,zone_id,entry,stop,target,exit,reason,risk_per_oz,size_oz,pnl,r,equity,bars_held,structural_stop,atr_buffer,stop_distance,atr15,spread,zone_lo,zone_hi,zone_touches,regime,bars_to_retest,body_pct,upper_wick_pct,lower_wick_pct,close_pos,range
2025-04-09 15:00:00+00:00,2025-04-09 15:15:00+00:00,2025-04-10 14:10:00+00:00,BUY,overlap,retest,280,3075.525,3041.422,3143.731,3143.731,target,34.103,0.7311,49.87,2.0,10023.54,,3046.366,4.944,33.673,9.888,0.5047,3046.366,3066.804,2,bull,6,0.4517,0.029,0.5193,0.971,9.985
2025-06-05 12:00:00+00:00,2025-06-05 12:15:00+00:00,2025-06-05 13:01:00+00:00,BUY,overlap,retest,310,3396.341,3377.318,3434.387,3377.268,stop,19.023,1.3173,-25.12,-1.003,9998.42,,3379.846,2.528,18.735,5.055,0.6049,3379.846,3397.238,2,bull,6,0.8842,0.0055,0.1103,0.9945,4.02
2025-06-10 15:15:00+00:00,2025-06-10 15:30:00+00:00,2025-06-10 23:22:00+00:00,BUY,overlap,retest,307,3327.025,3315.903,3349.269,3315.853,stop,11.122,2.2474,-25.11,-1.004,9973.31,,3318.607,2.704,10.767,5.409,0.57,3318.607,3338.158,2,bull,11,0.2593,0.0201,0.7206,0.9799,3.162
2025-06-12 15:15:00+00:00,2025-06-12 15:30:00+00:00,2025-06-13 00:54:00+00:00,BUY,overlap,retest,310,3388.705,3373.822,3418.471,3418.471,target,14.883,1.6753,49.87,2.0,10023.17,,3377.894,4.071,14.549,8.142,0.6318,3379.846,3397.238,2,bull,7,0.6911,0.1219,0.187,0.8781,11.933
2025-06-17 11:30:00+00:00,2025-06-17 11:45:00+00:00,2025-06-17 14:33:00+00:00,BUY,london,retest,310,3396.652,3377.242,3435.472,3377.192,stop,19.41,1.291,-25.12,-1.003,9998.05,,3379.846,2.603,19.076,5.207,0.5777,3379.846,3397.238,2,bull,3,0.5741,0.0579,0.368,0.9421,4.171
2025-06-18 07:30:00+00:00,2025-06-18 07:45:00+00:00,2025-06-18 14:20:00+00:00,BUY,london,retest,310,3384.395,3374.879,3403.427,3374.829,stop,9.516,2.6266,-25.13,-1.005,9972.92,,3377.184,2.305,9.145,4.61,0.5874,3379.846,3397.238,2,bull,12,0.7566,0.0708,0.1725,0.9292,7.361
2025-07-21 08:15:00+00:00,2025-07-21 08:30:00+00:00,2025-07-21 12:37:00+00:00,BUY,london,retest,320,3365.885,3356.581,3384.493,3384.493,target,9.304,2.6797,49.86,2.0,10022.79,,3358.105,1.524,8.986,3.049,0.5005,3358.105,3369.637,3,bull,8,0.4917,0.1324,0.3759,0.8676,2.82
2025-07-24 18:15:00+00:00,2025-07-24 18:30:00+00:00,2025-07-25 05:44:00+00:00,BUY,newyork,retest,320,3369.851,3356.198,3397.157,3356.148,stop,13.653,1.8353,-25.15,-1.004,9997.64,,3358.105,1.906,13.31,3.813,0.5491,3358.105,3369.637,3,bull,4,0.7758,0.0585,0.1657,0.9415,1.88
2025-08-26 18:00:00+00:00,2025-08-26 18:15:00+00:00,2025-08-28 12:09:00+00:00,BUY,newyork,retest,332,3382.902,3370.266,3408.174,3408.174,target,12.636,1.978,49.99,2.0,10047.63,,3371.859,1.593,12.334,3.187,0.5003,3371.859,3381.826,2,bull,11,0.392,0.0325,0.5755,0.9675,2.305
2025-09-15 14:45:00+00:00,2025-09-15 15:00:00+00:00,2025-09-17 18:09:00+00:00,BUY,overlap,retest,346,3663.965,3644.408,3703.079,3703.079,target,19.557,1.2844,50.24,2.0,10097.87,,3646.894,2.485,19.162,4.97,0.5503,3652.562,3662.168,2,bull,5,0.5382,0.1053,0.3565,0.8947,2.992
2025-09-17 20:15:00+00:00,2025-09-17 20:30:00+00:00,2025-09-18 06:05:00+00:00,BUY,newyork,retest,346,3659.645,3641.441,3696.053,3641.391,stop,18.204,1.3868,-25.31,-1.003,10072.55,,3646.159,4.717,17.854,9.434,0.5469,3652.562,3662.168,2,bull,4,0.0615,0.2752,0.6634,0.7248,4.125
2025-10-13 07:00:00+00:00,2025-10-13 07:15:00+00:00,2025-10-13 23:34:00+00:00,BUY,london,retest,357,4072.331,4045.958,4125.077,4125.077,target,26.373,0.9548,50.36,2.0,10122.92,,4050.184,4.226,25.995,8.452,0.8582,4050.184,4067.202,2,bull,7,0.4043,0.1851,0.4106,0.8149,6.557
2025-11-19 14:30:00+00:00,2025-11-19 14:45:00+00:00,2025-11-19 16:02:00+00:00,BUY,overlap,retest,371,4112.815,4085.338,4167.769,4085.288,stop,27.477,0.921,-25.35,-1.002,10097.56,,4089.783,4.446,27.227,8.891,0.542,4089.783,4106.36,2,bull,5,0.3638,0.3256,0.3106,0.6744,15.615
2025-11-19 17:30:00+00:00,2025-11-19 17:45:00+00:00,2025-11-21 06:30:00+00:00,BUY,newyork,retest,357,4075.635,4028.968,4168.969,4028.918,stop,46.667,0.5409,-25.27,-1.001,10072.29,139.0,4035.274,6.306,46.337,12.613,0.5647,4035.274,4070.522,3,bull,1,0.2007,0.2017,0.5977,0.7983,15.125
2025-12-05 16:15:00+00:00,2025-12-05 16:30:00+00:00,2025-12-05 21:20:00+00:00,BUY,overlap,retest,372,4217.075,4192.976,4265.273,4192.926,stop,24.099,1.0449,-25.23,-1.002,10047.06,,4198.545,5.569,23.679,11.138,0.6278,4223.773,4252.101,3,bull,3,0.6557,0.0902,0.2541,0.9098,19.905
2025-12-18 17:30:00+00:00,2025-12-18 17:45:00+00:00,2025-12-19 01:25:00+00:00,BUY,newyork,retest,380,4337.845,4315.72,4382.095,4315.67,stop,22.125,1.1353,-25.17,-1.002,10021.88,,4322.13,6.41,21.71,12.82,0.6778,4342.9,4360.02,3,bull,6,0.6173,0.2748,0.1079,0.7252,15.245
2026-03-04 15:45:00+00:00,2026-03-04 16:00:00+00:00,2026-03-04 18:40:00+00:00,BUY,overlap,retest,411,5151.885,5109.637,5236.381,5109.587,stop,42.248,0.593,-25.08,-1.001,9996.8,,5119.763,10.126,41.788,20.252,0.8145,5119.763,5156.037,2,bull,2,0.3867,0.0834,0.5299,0.9166,19.533
2026-03-12 15:15:00+00:00,2026-03-12 15:30:00+00:00,2026-03-12 17:58:00+00:00,BUY,overlap,retest,411,5129.445,5103.307,5181.721,5103.257,stop,26.138,0.9562,-25.04,-1.002,9971.76,,5109.745,6.438,26.013,12.875,0.6465,5119.763,5156.037,2,bull,5,0.3008,0.2372,0.4621,0.7628,14.63
2026-04-15 07:45:00+00:00,2026-04-15 08:00:00+00:00,2026-04-16 14:40:00+00:00,BUY,london,retest,425,4811.395,4778.397,4877.391,4778.347,stop,32.998,0.7555,-24.97,-1.002,9946.79,,4782.763,4.366,32.853,8.733,0.6481,4782.763,4813.639,3,bull,3,0.1102,0.2532,0.6366,0.7468,6.99
2026-04-17 15:45:00+00:00,2026-04-17 16:00:00+00:00,2026-04-17 20:41:00+00:00,BUY,newyork,retest,429,4867.915,4839.296,4925.153,4839.246,stop,28.619,0.8689,-24.91,-1.002,9921.88,,4847.281,7.985,28.244,15.97,0.7836,4847.281,4881.951,2,bull,11,0.623,0.3236,0.0534,0.6764,13.938
2026-04-21 15:30:00+00:00,2026-04-21 15:45:00+00:00,2026-04-21 16:51:00+00:00,BUY,newyork,retest,431,4746.275,4713.431,4811.963,4713.381,stop,32.844,0.7552,-24.84,-1.002,9897.04,,4720.381,6.95,32.434,13.899,0.624,4720.381,4747.134,2,bull,2,0.3018,0.1829,0.5153,0.8171,10.935
