ts,direction,zone_id,reason,session,price,bars_to_retest,retest_completed,stop_distance,atr15
2023-08-23 05:45:00+00:00,-1,39,out_of_session,off,1902.65,2.0,,,
2023-08-23 06:45:00+00:00,-1,39,out_of_session,off,1902.955,6.0,,,
2023-08-23 07:30:00+00:00,-1,39,stop_too_wide,london,1902.315,,,7.065,1.343
2023-08-25 16:00:00+00:00,-1,39,retest_expired,newyork,1910.1785,227.0,False,,
2023-09-14 03:00:00+00:00,-1,32,out_of_session,off,1909.3600000000001,4.0,,,
2023-09-14 04:30:00+00:00,-1,32,out_of_session,off,1909.63,10.0,,,
2023-09-14 05:15:00+00:00,-1,32,retest_expired,off,1910.2649999999999,13.0,False,,
2023-09-14 13:15:00+00:00,-1,39,stop_too_wide,overlap,1902.49,,,9.023,2.176
2023-09-14 13:15:00+00:00,-1,49,stop_too_wide,overlap,1902.49,,,9.023,2.176
2023-09-14 22:30:00+00:00,-1,32,out_of_session,off,1910.4,1.0,,,
2023-09-15 00:15:00+00:00,-1,32,out_of_session,off,1910.49,8.0,,,
2023-09-15 01:30:00+00:00,-1,32,retest_expired,off,1914.885,13.0,False,,
2023-09-15 02:45:00+00:00,-1,48,out_of_session,off,1915.58,3.0,,,
2023-09-15 03:00:00+00:00,-1,48,out_of_session,off,1914.7735,4.0,,,
2023-09-15 03:30:00+00:00,-1,48,out_of_session,off,1915.43,6.0,,,
2023-09-15 04:00:00+00:00,-1,48,out_of_session,off,1915.62,8.0,,,
2023-09-15 04:15:00+00:00,-1,48,out_of_session,off,1915.33,9.0,,,
2023-09-15 05:00:00+00:00,-1,48,out_of_session,off,1915.21,12.0,,,
2023-09-15 05:15:00+00:00,-1,48,retest_expired,off,1915.9635,13.0,False,,
2024-01-18 01:00:00+00:00,-1,88,out_of_session,off,2010.625,4.0,,,
2024-01-18 01:15:00+00:00,-1,88,out_of_session,off,2010.0585,5.0,,,
2024-01-18 01:30:00+00:00,-1,88,out_of_session,off,2009.7649999999999,6.0,,,
2024-01-18 02:15:00+00:00,-1,88,out_of_session,off,2009.99,9.0,,,
2024-01-18 02:30:00+00:00,-1,88,out_of_session,off,2008.8615,10.0,,,
2024-01-18 03:15:00+00:00,-1,88,retest_expired,off,2007.18,13.0,False,,
2024-01-18 13:45:00+00:00,-1,88,stop_too_wide,overlap,2009.165,,,14.823,2.377
2024-01-18 14:30:00+00:00,-1,88,stop_too_wide,overlap,2011.4335,,,12.637,2.542
2024-01-18 15:00:00+00:00,-1,88,stop_too_wide,overlap,2012.6950000000002,,,11.397,2.585
2024-01-18 15:45:00+00:00,-1,88,stop_too_wide,overlap,2013.685,,,10.343,2.457
2024-01-19 15:00:00+00:00,-1,93,stop_too_wide,overlap,2024.7150000000001,,,19.231,2.824
2024-01-19 17:45:00+00:00,-1,93,retest_expired,newyork,2029.115,13.0,False,,
2024-02-07 08:30:00+00:00,1,91,stop_too_wide,london,2033.0735,,,8.417,1.125
2024-02-07 09:15:00+00:00,1,91,stop_too_wide,london,2034.1,,,9.466,1.17
2024-02-07 10:15:00+00:00,1,91,retest_expired,london,2033.32,13.0,False,,
2024-02-07 11:45:00+00:00,1,91,stop_too_wide,london,2034.21,,,9.571,1.161
2024-02-07 12:30:00+00:00,1,91,stop_too_wide,london,2033.63,,,9.092,1.362
2024-02-07 13:15:00+00:00,1,91,stop_too_wide,overlap,2034.725,,,10.226,1.44
2024-02-07 14:30:00+00:00,1,91,retest_expired,overlap,2040.37,13.0,False,,
2024-02-27 00:00:00+00:00,1,91,retest_expired,off,2032.0585,1090.0,False,,
2024-02-27 01:45:00+00:00,1,91,out_of_session,off,2033.6115,1.0,,,
2024-02-27 02:30:00+00:00,1,91,out_of_session,off,2034.1665,4.0,,,
2024-02-27 03:45:00+00:00,1,91,out_of_session,off,2033.49,9.0,,,
2024-02-27 04:45:00+00:00,1,91,retest_expired,off,2033.83,13.0,False,,
2024-02-27 08:45:00+00:00,1,91,retest_expired,london,2038.1635,13.0,False,,
2024-02-27 10:15:00+00:00,1,105,stop_too_wide,london,2036.03,,,5.886,1.226
2024-02-27 10:45:00+00:00,1,105,stop_too_wide,london,2036.51,,,6.377,1.247
2024-02-27 11:30:00+00:00,1,105,retest_expired,london,2037.8265,13.0,False,,
2024-02-27 17:45:00+00:00,1,91,stop_too_wide,newyork,2032.31,,,7.482,1.757
2024-02-27 18:00:00+00:00,1,91,stop_too_wide,newyork,2035.135,,,10.362,1.867
2024-02-27 19:30:00+00:00,1,91,retest_expired,newyork,2030.1750000000002,13.0,False,,
2024-02-28 00:45:00+00:00,1,107,retest_expired,off,2030.9099999999999,13.0,False,,
2024-02-28 01:45:00+00:00,1,91,out_of_session,off,2033.5149999999999,1.0,,,
2024-02-28 02:45:00+00:00,1,91,out_of_session,off,2031.1385,5.0,,,
2024-02-28 03:15:00+00:00,1,91,out_of_session,off,2031.02,7.0,,,
2024-02-28 04:15:00+00:00,1,91,out_of_session,off,2030.74,11.0,,,
2024-02-28 04:30:00+00:00,1,91,out_of_session,off,2030.8899999999999,12.0,,,
2024-02-28 04:45:00+00:00,1,91,retest_expired,off,2030.2615,13.0,False,,
2024-02-28 13:00:00+00:00,1,107,stop_too_wide,overlap,2032.3765,,,9.335,1.332
2024-02-28 15:15:00+00:00,1,91,stop_too_wide,overlap,2033.1885000000002,,,8.418,1.872
2024-02-28 15:45:00+00:00,1,107,retest_expired,overlap,2031.9099999999999,13.0,False,,
2024-02-28 16:15:00+00:00,1,91,stop_too_wide,overlap,2033.6215000000002,,,8.814,1.799
2024-02-28 16:30:00+00:00,1,91,retest_expired,newyork,2032.56,13.0,False,,
2024-02-28 17:45:00+00:00,1,91,stop_too_wide,newyork,2033.87,,,9.016,1.705
2024-02-28 19:15:00+00:00,1,91,stop_too_wide,newyork,2031.9785000000002,,,7.017,1.49
2024-02-28 19:45:00+00:00,1,91,stop_too_wide,newyork,2032.2385,,,7.236,1.409
2024-02-28 20:00:00+00:00,1,91,retest_expired,newyork,2033.7335,13.0,False,,
2024-02-29 01:45:00+00:00,1,105,out_of_session,off,2036.5585,1.0,,,
2024-02-29 02:15:00+00:00,1,105,out_of_session,off,2036.7615,3.0,,,
2024-02-29 03:45:00+00:00,1,105,out_of_session,off,2036.6165,9.0,,,
2024-02-29 04:45:00+00:00,1,105,retest_expired,off,2035.2265,13.0,False,,
2024-02-29 08:15:00+00:00,1,105,stop_too_wide,london,2036.905,,,6.669,1.042
2024-02-29 08:45:00+00:00,1,105,stop_too_wide,london,2037.2849999999999,,,7.068,1.079
2024-02-29 09:30:00+00:00,1,105,retest_expired,london,2035.315,13.0,False,,
2024-02-29 15:45:00+00:00,1,107,retest_expired,overlap,2048.1885,13.0,False,,
2024-02-29 16:45:00+00:00,1,91,retest_expired,newyork,2044.995,13.0,False,,
2024-02-29 16:45:00+00:00,1,93,retest_expired,newyork,2044.995,13.0,False,,
2024-02-29 16:45:00+00:00,1,105,retest_expired,newyork,2044.995,13.0,False,,
2024-03-01 12:15:00+00:00,1,93,retest_expired,london,2053.9399999999996,13.0,False,,
2024-03-17 22:45:00+00:00,1,125,out_of_session,off,2155.06,2.0,,,
2024-03-18 01:30:00+00:00,1,125,retest_expired,off,2152.6549999999997,13.0,False,,
2024-03-18 09:30:00+00:00,1,125,stop_too_wide,london,2155.38,,,7.789,1.85
2024-03-18 12:15:00+00:00,1,125,retest_expired,overlap,2161.275,13.0,False,,
2024-03-20 10:30:00+00:00,1,125,stop_too_wide,london,2154.4849999999997,,,6.708,1.478
2024-03-20 11:15:00+00:00,1,125,stop_too_wide,london,2153.895,,,6.113,1.468
2024-03-20 11:30:00+00:00,1,125,stop_too_wide,london,2154.705,,,6.939,1.499
2024-03-20 16:00:00+00:00,1,125,retest_expired,overlap,2157.205,27.0,False,,
2024-05-17 14:30:00+00:00,1,143,stop_too_wide,overlap,2409.05,,,21.915,4.31
2024-05-17 15:45:00+00:00,1,143,stop_too_wide,newyork,2407.79,,,21.042,5.085
2024-05-17 17:30:00+00:00,1,143,retest_expired,newyork,2413.075,13.0,False,,
2024-07-04 06:30:00+00:00,1,156,out_of_session,off,2355.3415,4.0,,,
2024-07-04 06:45:00+00:00,1,156,out_of_session,off,2356.3835,5.0,,,
2024-07-04 07:45:00+00:00,1,156,stop_too_wide,london,2357.62,,,9.661,2.205
2024-07-04 09:15:00+00:00,1,156,stop_too_wide,london,2357.26,,,9.295,2.193
2024-07-04 10:45:00+00:00,1,156,retest_expired,london,2358.1035,13.0,False,,
2024-07-05 15:45:00+00:00,1,162,retest_expired,newyork,2384.7585,13.0,False,,
2024-07-08 13:15:00+00:00,1,162,retest_expired,overlap,2375.0085,13.0,False,,
2024-07-08 19:00:00+00:00,1,173,stop_too_wide,newyork,2357.7565000000004,,,12.632,3.089
2024-07-08 23:00:00+00:00,1,173,retest_expired,off,2360.6195,13.0,False,,
2024-07-09 18:45:00+00:00,1,173,retest_expired,newyork,2364.605,13.0,False,,
2024-07-10 10:00:00+00:00,1,162,retest_expired,london,2373.4965,13.0,False,,
2024-07-10 19:45:00+00:00,1,162,stop_too_wide,newyork,2371.875,,,11.345,2.432
2024-07-10 22:45:00+00:00,1,162,retest_expired,off,2372.9049999999997,13.0,False,,
2024-07-24 13:30:00+00:00,1,179,stop_too_wide,overlap,2422.955,,,15.32,3.491
2024-07-24 14:15:00+00:00,1,179,stop_too_wide,overlap,2426.3215,,,19.13,4.378
2024-07-24 16:00:00+00:00,1,179,retest_expired,newyork,2421.15,13.0,False,,
2024-08-08 17:00:00+00:00,1,179,stop_too_wide,newyork,2421.77,,,21.179,4.926
2024-08-08 17:15:00+00:00,1,179,stop_too_wide,newyork,2423.705,,,23.06,4.816
2024-08-08 17:45:00+00:00,1,179,stop_too_wide,newyork,2423.605,,,22.87,4.638
2024-08-08 19:30:00+00:00,1,179,retest_expired,newyork,2423.66,13.0,False,,
2024-08-09 03:15:00+00:00,1,179,out_of_session,off,2421.965,8.0,,,
2024-08-09 03:45:00+00:00,1,179,out_of_session,off,2421.127,10.0,,,
2024-08-09 04:00:00+00:00,1,179,out_of_session,off,2421.525,11.0,,,
2024-08-09 04:15:00+00:00,1,179,out_of_session,off,2421.695,12.0,,,
2024-08-09 04:30:00+00:00,1,179,retest_expired,off,2422.965,13.0,False,,
2024-08-09 06:30:00+00:00,1,179,out_of_session,off,2419.9635,5.0,,,
2024-08-09 07:15:00+00:00,1,179,stop_too_wide,london,2424.615,,,22.897,2.672
2024-08-09 08:30:00+00:00,1,179,retest_expired,london,2422.83,13.0,False,,
2024-08-09 12:15:00+00:00,1,177,stop_too_wide,overlap,2426.9735,,,15.123,2.809
2024-08-09 12:30:00+00:00,1,177,stop_too_wide,overlap,2428.5465,,,16.731,2.879
2024-08-09 12:45:00+00:00,1,177,stop_too_wide,overlap,2429.755,,,17.907,2.815
2024-08-09 13:15:00+00:00,1,177,stop_too_wide,overlap,2431.9865,,,20.142,2.822
2024-08-09 13:45:00+00:00,1,177,retest_expired,overlap,2426.735,13.0,False,,
2024-08-09 14:15:00+00:00,1,177,stop_too_wide,overlap,2432.15,,,20.741,3.693
2024-08-09 15:15:00+00:00,1,177,stop_too_wide,overlap,2429.5085,,,18.21,3.913
2024-08-09 15:30:00+00:00,1,177,stop_too_wide,newyork,2431.3665,,,20.064,3.905
2024-08-09 16:15:00+00:00,1,177,stop_too_wide,newyork,2430.63,,,19.23,3.71
2024-08-09 17:15:00+00:00,1,177,retest_expired,newyork,2433.7345,13.0,False,,
2024-08-09 19:45:00+00:00,1,177,stop_too_wide,newyork,2429.1335,,,17.218,2.68
2024-08-09 20:00:00+00:00,1,177,stop_too_wide,newyork,2430.3315000000002,,,18.378,2.605
2024-08-09 20:30:00+00:00,1,177,stop_too_wide,newyork,2430.58,,,18.554,2.46
2024-08-11 22:15:00+00:00,1,177,out_of_session,off,2432.71,10.0,,,
2024-08-11 22:45:00+00:00,1,177,out_of_session,off,2430.55,12.0,,,
2024-08-11 23:00:00+00:00,1,177,retest_expired,off,2428.02,13.0,False,,
2024-08-12 05:45:00+00:00,1,177,out_of_session,off,2434.7200000000003,7.0,,,
2024-08-12 07:15:00+00:00,1,177,retest_expired,london,2438.86,13.0,False,,
2024-08-12 12:15:00+00:00,1,181,stop_too_wide,overlap,2444.1099999999997,,,11.21,2.306
2024-08-12 13:00:00+00:00,1,181,stop_too_wide,overlap,2444.7349999999997,,,11.836,2.309
2024-08-12 15:15:00+00:00,1,181,retest_expired,overlap,2457.325,13.0,False,,
2024-08-12 22:15:00+00:00,1,190,retest_expired,off,2472.4395,13.0,False,,
2024-08-13 13:30:00+00:00,1,190,stop_too_wide,overlap,2473.745,,,22.455,3.934
2024-08-13 14:30:00+00:00,1,190,stop_too_wide,overlap,2469.1000000000004,,,17.929,4.172
2024-08-13 15:45:00+00:00,1,190,retest_expired,newyork,2468.6665000000003,13.0,False,,
2024-08-13 17:45:00+00:00,1,190,stop_too_wide,newyork,2467.73,,,16.089,3.233
2024-08-13 18:15:00+00:00,1,190,stop_too_wide,newyork,2467.9265,,,16.181,3.023
2024-08-13 18:45:00+00:00,1,190,stop_too_wide,newyork,2467.8235,,,15.971,2.809
2024-08-13 19:45:00+00:00,1,190,stop_too_wide,newyork,2467.1035,,,15.265,2.837
2024-08-13 20:00:00+00:00,1,190,retest_expired,newyork,2466.8235000000004,13.0,False,,
2024-08-14 03:00:00+00:00,1,190,out_of_session,off,2460.8599999999997,8.0,,,
2024-08-14 03:45:00+00:00,1,190,out_of_session,off,2460.9485,11.0,,,
2024-08-14 04:00:00+00:00,1,190,out_of_session,off,2462.3535,12.0,,,
2024-08-14 04:15:00+00:00,1,190,retest_expired,off,2461.41,13.0,False,,
2024-08-14 10:15:00+00:00,1,190,retest_expired,london,2472.75,13.0,False,,
2024-08-14 22:30:00+00:00,1,181,retest_expired,off,2447.67,13.0,False,,
2024-08-16 11:45:00+00:00,1,190,stop_too_wide,london,2472.2084999999997,,,20.435,2.967
2024-08-16 13:15:00+00:00,1,182,stop_too_wide,overlap,2488.0215,,,25.154,4.528
2024-08-16 13:30:00+00:00,1,182,stop_too_wide,overlap,2494.09,,,29.122,4.933
2024-08-16 14:15:00+00:00,1,190,retest_expired,overlap,2481.5715,13.0,False,,
2024-08-22 04:30:00+00:00,1,198,out_of_session,off,2502.015,1.0,,,
2024-08-22 07:30:00+00:00,1,198,retest_expired,london,2507.5945,13.0,False,,
2024-08-23 12:30:00+00:00,1,198,stop_too_wide,overlap,2500.9,,,11.306,2.4
2024-08-23 17:15:00+00:00,1,198,retest_expired,newyork,2510.5950000000003,13.0,False,,
2024-08-28 13:00:00+00:00,1,198,stop_too_wide,overlap,2506.2200000000003,,,17.025,3.2
2024-08-28 16:00:00+00:00,1,198,retest_expired,newyork,2504.41,13.0,False,,
2024-08-28 19:45:00+00:00,1,198,retest_expired,newyork,2507.68,13.0,False,,
2024-08-29 03:30:00+00:00,1,202,retest_expired,off,2515.6435,13.0,False,,
2024-08-29 16:45:00+00:00,1,202,retest_expired,newyork,2525.3165,13.0,False,,
2024-09-30 01:00:00+00:00,1,213,retest_expired,off,2660.21,13.0,False,,
2024-09-30 06:15:00+00:00,1,213,out_of_session,off,2659.375,3.0,,,
2024-09-30 06:45:00+00:00,1,213,out_of_session,off,2657.88,5.0,,,
2024-09-30 07:00:00+00:00,1,213,stop_too_wide,london,2659.135,,,13.783,2.767
2024-10-02 04:30:00+00:00,1,213,retest_expired,off,2654.77,13.0,False,,
2024-10-02 13:45:00+00:00,1,213,stop_too_wide,overlap,2659.518,,,17.765,4.136
2024-10-02 19:45:00+00:00,1,213,stop_too_wide,newyork,2658.6765,,,13.407,2.932
2024-10-02 23:45:00+00:00,1,213,retest_expired,off,2660.335,13.0,False,,
2024-10-03 02:15:00+00:00,1,213,out_of_session,off,2658.215,2.0,,,
2024-10-03 03:30:00+00:00,1,213,out_of_session,off,2656.9700000000003,7.0,,,
2024-10-03 05:00:00+00:00,1,213,retest_expired,off,2654.69,13.0,False,,
2024-10-29 03:30:00+00:00,1,222,out_of_session,off,2752.7915000000003,7.0,,,
2024-10-29 05:00:00+00:00,1,222,retest_expired,off,2756.6899999999996,13.0,False,,
2024-10-29 08:30:00+00:00,1,222,stop_too_wide,london,2751.9745000000003,,,15.767,2.795
2024-10-29 09:15:00+00:00,1,222,retest_expired,london,2755.29,13.0,False,,
2024-10-29 12:30:00+00:00,1,222,stop_too_wide,overlap,2752.145,,,16.052,3.025
2024-10-29 13:00:00+00:00,1,222,stop_too_wide,overlap,2755.58,,,19.71,3.47
2024-10-29 14:15:00+00:00,1,222,retest_expired,overlap,2768.62,13.0,False,,
2024-11-01 04:15:00+00:00,1,222,out_of_session,off,2751.81,2.0,,,
2024-11-01 07:00:00+00:00,1,222,retest_expired,off,2750.42,13.0,False,,
2024-11-01 10:45:00+00:00,1,222,stop_too_wide,london,2749.7005,,,13.556,2.922
2024-11-01 11:15:00+00:00,1,222,retest_expired,london,2752.385,13.0,False,,
2025-01-03 02:45:00+00:00,1,240,out_of_session,off,2662.5935,1.0,,,
2025-01-03 05:45:00+00:00,1,240,retest_expired,off,2658.66,13.0,False,,
2025-01-03 14:15:00+00:00,1,215,stop_too_wide,overlap,2649.2785,,,20.133,3.503
2025-01-03 14:15:00+00:00,1,239,stop_too_wide,overlap,2649.2785,,,15.13,3.503
2025-01-03 15:30:00+00:00,1,215,stop_too_wide,overlap,2645.1835,,,16.207,3.842
2025-01-03 17:00:00+00:00,1,215,retest_expired,newyork,2641.4615,13.0,False,,
2025-01-06 15:15:00+00:00,1,235,stop_too_wide,overlap,2639.11,,,27.617,6.406
2025-01-06 16:00:00+00:00,1,242,stop_too_wide,overlap,2636.965,,,25.357,6.176
2025-01-06 16:00:00+00:00,1,247,stop_too_wide,overlap,2636.965,,,25.357,6.176
2025-01-06 18:00:00+00:00,1,235,retest_expired,newyork,2635.5155,13.0,False,,
2025-01-06 21:45:00+00:00,1,247,stop_too_wide,newyork,2636.455,,,13.833,2.57
2025-01-06 23:45:00+00:00,1,247,out_of_session,off,2634.71,7.0,,,
2025-01-08 00:00:00+00:00,1,247,retest_expired,off,2649.5865,100.0,False,,
2025-01-08 04:00:00+00:00,1,215,out_of_session,off,2648.155,1.0,,,
2025-01-08 04:00:00+00:00,1,239,out_of_session,off,2648.155,6.0,,,
2025-01-08 04:45:00+00:00,1,215,out_of_session,off,2647.1065,4.0,,,
2025-01-08 04:45:00+00:00,1,239,out_of_session,off,2647.1065,9.0,,,
2025-01-08 05:15:00+00:00,1,239,out_of_session,off,2649.24,11.0,,,
2025-01-08 05:45:00+00:00,1,239,retest_expired,off,2650.1400000000003,13.0,False,,
2025-01-08 07:00:00+00:00,1,215,retest_expired,off,2653.83,13.0,False,,
2025-01-08 14:15:00+00:00,1,240,stop_too_wide,overlap,2662.6385,,,17.694,3.267
2025-01-08 15:00:00+00:00,1,240,stop_too_wide,overlap,2663.98,,,19.279,3.754
2025-01-08 15:45:00+00:00,1,239,retest_expired,overlap,2665.9165000000003,13.0,False,,
2025-01-08 17:15:00+00:00,1,240,retest_expired,newyork,2662.8999999999996,13.0,False,,
2025-01-09 01:00:00+00:00,1,240,retest_expired,off,2658.27,13.0,False,,
2025-01-09 04:45:00+00:00,1,240,out_of_session,off,2659.1135,5.0,,,
2025-01-09 06:15:00+00:00,1,240,out_of_session,off,2661.0355,11.0,,,
2025-01-09 06:30:00+00:00,1,240,out_of_session,off,2664.2305,12.0,,,
2025-01-09 06:45:00+00:00,1,240,retest_expired,off,2666.83,13.0,False,,
2025-01-09 12:45:00+00:00,1,245,stop_too_wide,london,2674.0945,,,14.03,2.946
2025-01-10 05:00:00+00:00,1,245,out_of_session,off,2673.09,11.0,,,
2025-01-10 05:30:00+00:00,1,245,retest_expired,off,2675.44,13.0,False,,
2025-01-10 10:45:00+00:00,1,244,stop_too_wide,london,2681.0649999999996,,,10.806,2.612
2025-01-10 13:45:00+00:00,1,244,stop_too_wide,overlap,2682.7200000000003,,,20.819,4.039
2025-01-10 16:15:00+00:00,1,244,retest_expired,overlap,2688.5465,13.0,False,,
2025-01-14 06:00:00+00:00,1,245,out_of_session,off,2668.79,5.0,,,
2025-01-14 06:30:00+00:00,1,245,out_of_session,off,2668.955,7.0,,,
2025-01-14 07:30:00+00:00,1,245,out_of_session,off,2669.6365,11.0,,,
2025-01-14 08:00:00+00:00,1,245,retest_expired,london,2670.3935,13.0,False,,
2025-01-14 14:45:00+00:00,1,240,stop_too_wide,overlap,2665.268,,,20.677,3.975
2025-01-14 17:45:00+00:00,1,240,retest_expired,newyork,2669.12,13.0,False,,
2025-01-14 19:30:00+00:00,1,245,stop_too_wide,newyork,2675.247,,,15.195,2.972
2025-01-14 20:15:00+00:00,1,245,stop_too_wide,newyork,2674.44,,,14.357,2.91
2025-01-14 23:15:00+00:00,1,245,retest_expired,off,2675.17,13.0,False,,
2025-01-15 02:00:00+00:00,1,245,out_of_session,off,2673.255,3.0,,,
2025-01-15 02:30:00+00:00,1,245,out_of_session,off,2672.943,5.0,,,
2025-01-15 03:00:00+00:00,1,245,out_of_session,off,2673.918,7.0,,,
2025-01-15 04:30:00+00:00,1,245,retest_expired,off,2674.445,13.0,False,,
2025-01-21 02:15:00+00:00,1,255,out_of_session,off,2721.535,1.0,,,
2025-01-21 05:15:00+00:00,1,255,retest_expired,off,2726.788,13.0,False,,
2025-01-21 14:45:00+00:00,1,255,retest_expired,overlap,2738.195,13.0,False,,
2025-01-28 12:00:00+00:00,1,258,retest_expired,london,2742.335,13.0,False,,
2025-01-30 08:00:00+00:00,1,257,stop_too_wide,london,2771.015,,,11.524,2.227
2025-01-30 11:00:00+00:00,1,257,retest_expired,london,2777.925,13.0,False,,
2025-02-10 10:30:00+00:00,1,265,retest_expired,london,2901.505,13.0,False,,
2025-02-11 16:45:00+00:00,1,265,retest_expired,newyork,2902.455,13.0,False,,
2025-02-12 06:45:00+00:00,1,265,out_of_session,off,2892.725,3.0,,,
2025-02-12 14:15:00+00:00,1,265,stop_too_wide,overlap,2895.565,,,34.588,6.334
2025-02-12 14:45:00+00:00,1,265,stop_too_wide,overlap,2894.49,,,33.488,6.284
2025-02-12 17:15:00+00:00,1,265,retest_expired,newyork,2905.6949999999997,13.0,False,,
2025-02-17 09:45:00+00:00,1,265,retest_expired,london,2902.6400000000003,13.0,False,,
2025-02-24 02:00:00+00:00,1,273,out_of_session,off,2928.245,2.0,,,
2025-02-24 04:45:00+00:00,1,273,retest_expired,off,2940.86,13.0,False,,
2025-02-24 13:30:00+00:00,1,268,stop_too_wide,overlap,2951.86,,,16.673,3.51
2025-02-24 23:15:00+00:00,1,268,out_of_session,off,2951.4885000000004,6.0,,,
2025-02-25 00:45:00+00:00,1,268,out_of_session,off,2949.7535,12.0,,,
2025-02-25 01:00:00+00:00,1,268,retest_expired,off,2951.435,13.0,False,,
2025-02-25 05:00:00+00:00,1,268,out_of_session,off,2939.12,10.0,,,
2025-02-25 05:15:00+00:00,1,268,out_of_session,off,2939.2,11.0,,,
2025-02-25 05:45:00+00:00,1,268,retest_expired,off,2938.0164999999997,13.0,False,,
2025-02-25 13:00:00+00:00,1,273,stop_too_wide,overlap,2931.17,,,20.008,4.12
2025-02-25 13:30:00+00:00,1,273,stop_too_wide,overlap,2934.3985000000002,,,23.384,4.416
2025-03-18 00:00:00+00:00,1,273,retest_expired,off,3000.8965,1333.0,False,,
2025-03-21 07:00:00+00:00,1,279,out_of_session,off,3031.5784999999996,4.0,,,
2025-03-21 08:30:00+00:00,1,279,stop_too_wide,london,3033.615,,,15.681,3.372
2025-03-21 09:15:00+00:00,1,279,retest_expired,london,3030.73,13.0,False,,
2025-03-24 09:00:00+00:00,1,279,stop_too_wide,london,3030.4984999999997,,,12.397,3.038
2025-03-26 07:45:00+00:00,1,279,out_of_session,off,3030.5649999999996,1.0,,,
2025-03-27 05:45:00+00:00,1,279,retest_expired,off,3029.7815,13.0,False,,
2025-03-27 10:00:00+00:00,1,279,retest_expired,london,3046.0635,13.0,False,,
2025-03-27 13:00:00+00:00,1,283,retest_expired,overlap,3046.1949999999997,13.0,False,,
2025-03-27 17:00:00+00:00,1,283,retest_expired,newyork,3050.985,13.0,False,,
2025-04-09 12:00:00+00:00,1,283,retest_expired,overlap,3063.005,264.0,False,,
2025-06-05 02:15:00+00:00,1,294,out_of_session,off,3371.8785,6.0,,,
2025-06-05 03:15:00+00:00,1,294,out_of_session,off,3374.0114999999996,10.0,,,
2025-06-05 04:00:00+00:00,1,294,retest_expired,off,3369.69,13.0,False,,
2025-06-05 10:45:00+00:00,1,310,stop_too_wide,london,3400.0115,,,28.384,4.972
