signal_ts,entry_ts,direction,structural_stop,atr_buffer,stop,stop_distance,ref_close,atr15,spread,zone_id,zone_lo,zone_hi,zone_touches,setup,session,regime,bars_to_retest,retest_completed,body_pct,upper_wick_pct,lower_wick_pct,close_pos,range
2025-03-24 10:00:00+00:00,2025-03-24 10:15:00+00:00,1,3019.62,1.622,3017.998,9.925,3027.923,3.244,0.5915,279,3019.62,3028.815,2,retest,london,bull,5,True,0.9537,0.0011,0.0452,0.9989,4.458
2025-03-24 12:00:00+00:00,2025-03-24 12:15:00+00:00,1,3019.62,1.538,3018.082,8.243,3026.325,3.076,0.4663,279,3019.62,3028.815,2,retest,overlap,bull,7,True,0.7442,0.0319,0.2239,0.9681,2.195
2025-03-25 14:30:00+00:00,2025-03-25 14:45:00+00:00,1,3018.497,2.13,3016.366,14.079,3030.445,4.26,0.49,279,3019.62,3028.815,2,retest,overlap,bull,2,True,0.4394,0.0862,0.4744,0.9138,5.28
2025-03-26 10:15:00+00:00,2025-03-26 10:30:00+00:00,1,3017.03,1.382,3015.648,7.327,3022.975,2.765,0.4991,279,3019.62,3028.815,2,retest,london,bull,11,True,0.827,0.1712,0.0018,0.8288,5.599
2025-03-26 12:30:00+00:00,2025-03-26 12:45:00+00:00,1,3019.62,1.467,3018.153,10.692,3028.845,2.934,0.4983,279,3019.62,3028.815,2,retest,overlap,bull,4,True,0.7677,0.0365,0.1958,0.9635,3.524
2025-04-09 15:00:00+00:00,2025-04-09 15:15:00+00:00,1,3046.366,4.944,3041.422,33.673,3075.095,9.888,0.5047,280,3046.366,3066.804,2,retest,overlap,bull,6,True,0.4517,0.029,0.5193,0.971,9.985
2025-04-09 19:00:00+00:00,2025-04-09 19:15:00+00:00,1,3046.366,6.73,3039.637,46.553,3086.19,13.459,0.5333,280,3046.366,3066.804,2,retest,newyork,bull,1,True,0.7149,0.1816,0.1035,0.8184,26.675
2025-06-05 12:00:00+00:00,2025-06-05 12:15:00+00:00,1,3379.846,2.528,3377.318,18.735,3396.053,5.055,0.6049,310,3379.846,3397.238,2,retest,overlap,bull,6,True,0.8842,0.0055,0.1103,0.9945,4.02
2025-06-10 15:15:00+00:00,2025-06-10 15:30:00+00:00,1,3318.607,2.704,3315.903,10.767,3326.67,5.409,0.57,307,3318.607,3338.158,2,retest,overlap,bull,11,True,0.2593,0.0201,0.7206,0.9799,3.162
2025-06-12 15:15:00+00:00,2025-06-12 15:30:00+00:00,1,3377.894,4.071,3373.822,14.549,3388.372,8.142,0.6318,310,3379.846,3397.238,2,retest,overlap,bull,7,True,0.6911,0.1219,0.187,0.8781,11.933
2025-06-17 11:30:00+00:00,2025-06-17 11:45:00+00:00,1,3379.846,2.603,3377.242,19.076,3396.318,5.207,0.5777,310,3379.846,3397.238,2,retest,london,bull,3,True,0.5741,0.0579,0.368,0.9421,4.171
2025-06-18 07:30:00+00:00,2025-06-18 07:45:00+00:00,1,3377.184,2.305,3374.879,9.145,3384.024,4.61,0.5874,310,3379.846,3397.238,2,retest,london,bull,12,True,0.7566,0.0708,0.1725,0.9292,7.361
2025-07-21 08:15:00+00:00,2025-07-21 08:30:00+00:00,1,3358.105,1.524,3356.581,8.986,3365.566,3.049,0.5005,320,3358.105,3369.637,3,retest,london,bull,8,True,0.4917,0.1324,0.3759,0.8676,2.82
2025-07-24 18:15:00+00:00,2025-07-24 18:30:00+00:00,1,3358.105,1.906,3356.198,13.31,3369.508,3.813,0.5491,320,3358.105,3369.637,3,retest,newyork,bull,4,True,0.7758,0.0585,0.1657,0.9415,1.88
2025-08-26 18:00:00+00:00,2025-08-26 18:15:00+00:00,1,3371.859,1.593,3370.266,12.334,3382.6,3.187,0.5003,332,3371.859,3381.826,2,retest,newyork,bull,11,True,0.392,0.0325,0.5755,0.9675,2.305
2025-08-27 11:00:00+00:00,2025-08-27 11:15:00+00:00,1,3371.859,1.384,3370.474,6.421,3376.895,2.769,0.4987,332,3371.859,3381.826,2,retest,london,bull,12,True,0.4368,0.1673,0.3959,0.8327,2.69
2025-08-27 14:00:00+00:00,2025-08-27 14:15:00+00:00,1,3371.859,1.612,3370.246,9.349,3379.595,3.225,0.4711,332,3371.859,3381.826,2,retest,overlap,bull,4,True,0.4325,0.1187,0.4488,0.8813,3.847
2025-09-15 14:45:00+00:00,2025-09-15 15:00:00+00:00,1,3646.894,2.485,3644.408,19.162,3663.57,4.97,0.5503,346,3652.562,3662.168,2,retest,overlap,bull,5,True,0.5382,0.1053,0.3565,0.8947,2.992
2025-09-17 20:15:00+00:00,2025-09-17 20:30:00+00:00,1,3646.159,4.717,3641.441,17.854,3659.295,9.434,0.5469,346,3652.562,3662.168,2,retest,newyork,bull,4,True,0.0615,0.2752,0.6634,0.7248,4.125
2025-10-13 07:00:00+00:00,2025-10-13 07:15:00+00:00,1,4050.184,4.226,4045.958,25.995,4071.953,8.452,0.8582,357,4050.184,4067.202,2,retest,london,bull,7,True,0.4043,0.1851,0.4106,0.8149,6.557
2025-11-19 14:30:00+00:00,2025-11-19 14:45:00+00:00,1,4089.783,4.446,4085.338,27.227,4112.565,8.891,0.542,371,4089.783,4106.36,2,retest,overlap,bull,5,True,0.3638,0.3256,0.3106,0.6744,15.615
2025-11-19 17:30:00+00:00,2025-11-19 17:45:00+00:00,1,4035.274,6.306,4028.968,46.337,4075.305,12.613,0.5647,357,4035.274,4070.522,3,retest,newyork,bull,1,True,0.2007,0.2017,0.5977,0.7983,15.125
2025-12-05 16:15:00+00:00,2025-12-05 16:30:00+00:00,1,4198.545,5.569,4192.976,23.679,4216.655,11.138,0.6278,372,4223.773,4252.101,3,retest,overlap,bull,3,True,0.6557,0.0902,0.2541,0.9098,19.905
2025-12-18 17:30:00+00:00,2025-12-18 17:45:00+00:00,1,4322.13,6.41,4315.72,21.71,4337.43,12.82,0.6778,380,4342.9,4360.02,3,retest,newyork,bull,6,True,0.6173,0.2748,0.1079,0.7252,15.245
2026-03-04 15:45:00+00:00,2026-03-04 16:00:00+00:00,1,5119.763,10.126,5109.637,41.788,5151.425,20.252,0.8145,411,5119.763,5156.037,2,retest,overlap,bull,2,True,0.3867,0.0834,0.5299,0.9166,19.533
2026-03-12 15:15:00+00:00,2026-03-12 15:30:00+00:00,1,5109.745,6.438,5103.307,26.013,5129.32,12.875,0.6465,411,5119.763,5156.037,2,retest,overlap,bull,5,True,0.3008,0.2372,0.4621,0.7628,14.63
2026-04-15 07:45:00+00:00,2026-04-15 08:00:00+00:00,1,4782.763,4.366,4778.397,32.853,4811.25,8.733,0.6481,425,4782.763,4813.639,3,retest,london,bull,3,True,0.1102,0.2532,0.6366,0.7468,6.99
2026-04-15 09:45:00+00:00,2026-04-15 10:00:00+00:00,1,4782.763,5.142,4777.621,20.742,4798.363,10.285,0.6058,425,4782.763,4813.639,3,retest,london,bull,4,True,0.1557,0.15,0.6943,0.85,14.245
2026-04-17 15:45:00+00:00,2026-04-17 16:00:00+00:00,1,4847.281,7.985,4839.296,28.244,4867.54,15.97,0.7836,429,4847.281,4881.951,2,retest,newyork,bull,11,True,0.623,0.3236,0.0534,0.6764,13.938
2026-04-21 15:30:00+00:00,2026-04-21 15:45:00+00:00,1,4720.381,6.95,4713.431,32.434,4745.865,13.899,0.624,431,4720.381,4747.134,2,retest,newyork,bull,2,True,0.3018,0.1829,0.5153,0.8171,10.935
