signal_ts,entry_ts,direction,stop,ref_close,atr15,zone_id,zone_lo,zone_hi,setup,session
2023-01-23 21:00:00+00:00,2023-01-23 21:15:00+00:00,1,1922.514479383658,1931.4015,2.3549331393656865,235,1923.6919459533408,1931.339554046659,retest,newyork
2023-01-25 10:15:00+00:00,2023-01-25 10:30:00+00:00,1,1921.5345140491866,1925.94,2.480971901627039,235,1923.6919459533408,1931.339554046659,retest,london
2023-01-25 15:30:00+00:00,2023-01-25 15:45:00+00:00,1,1918.1655034079115,1931.5349999999999,3.4109931841773324,235,1923.6919459533408,1931.339554046659,retest,overlap
2023-01-25 16:15:00+00:00,2023-01-25 16:30:00+00:00,1,1921.9012561709724,1933.94,3.5813795647367415,235,1923.6919459533408,1931.339554046659,retest,overlap
2023-01-26 09:45:00+00:00,2023-01-26 10:00:00+00:00,1,1931.8349974193823,1936.8899999999999,2.5334887745970853,239,1933.1017418066808,1942.2197581933192,retest,london
2023-01-26 16:00:00+00:00,2023-01-26 16:15:00+00:00,1,1921.274699580142,1927.4435,3.833600839715955,235,1923.6919459533408,1931.339554046659,retest,overlap
2023-01-26 19:30:00+00:00,2023-01-26 19:45:00+00:00,1,1922.153691964919,1930.7514999999999,3.0765079768433345,235,1923.6919459533408,1931.339554046659,retest,newyork
2023-01-27 15:00:00+00:00,2023-01-27 15:15:00+00:00,1,1920.2869174798268,1927.185,3.2141650403462423,235,1923.6919459533408,1931.339554046659,retest,overlap
2023-01-27 15:45:00+00:00,2023-01-27 16:00:00+00:00,1,1912.8735301310828,1924.145,3.6095986128428263,240,1914.6783294375043,1923.1916705624958,retest,overlap
2023-01-27 21:30:00+00:00,2023-01-27 21:45:00+00:00,1,1922.6183510329156,1928.725,2.1471898408504146,235,1923.6919459533408,1931.339554046659,retest,newyork
2023-01-30 08:30:00+00:00,2023-01-30 08:45:00+00:00,1,1919.5944307494017,1922.68,2.2981385011966506,235,1923.6919459533408,1931.339554046659,retest,london
