signal_ts,entry_ts,direction,stop,ref_close,atr15,zone_id,zone_lo,zone_hi,setup,session
2021-09-28 08:00:00+00:00,2021-09-28 08:15:00+00:00,-1,1750.5431025850226,1741.3629999999998,2.3076717731420775,24,1742.9242333015482,1749.3892666984516,rejection,london
2021-09-28 09:15:00+00:00,2021-09-28 09:30:00+00:00,-1,1750.5052610708349,1742.4099999999999,2.2319887447663613,24,1742.9242333015482,1749.3892666984516,rejection,london
2021-09-28 13:30:00+00:00,2021-09-28 13:45:00+00:00,-1,1746.3073085567175,1732.7965,4.092181811419352,26,1735.823282348992,1744.2612176510079,rejection,overlap
2021-09-28 14:00:00+00:00,2021-09-28 14:15:00+00:00,-1,1746.4289809829718,1732.409,4.335526663927901,26,1735.823282348992,1744.2612176510079,rejection,overlap
2021-09-28 14:45:00+00:00,2021-09-28 15:00:00+00:00,-1,1746.6352814412137,1733.05,4.748127580411654,26,1735.823282348992,1744.2612176510079,rejection,overlap
2021-09-28 17:45:00+00:00,2021-09-28 18:00:00+00:00,-1,1745.9189268533978,1735.0535,3.3154184047800204,26,1735.823282348992,1744.2612176510079,rejection,newyork
2021-10-22 16:00:00+00:00,2021-10-22 16:15:00+00:00,1,1777.4088461363153,1788.7635,4.40695916769734,28,1779.612325720164,1786.969674279836,rejection,newyork
2021-10-26 15:00:00+00:00,2021-10-26 15:15:00+00:00,1,1778.0432173037782,1788.042,3.1382168327718247,28,1779.612325720164,1786.969674279836,rejection,overlap
2021-10-26 15:30:00+00:00,2021-10-26 15:45:00+00:00,1,1778.0900077488925,1790.145,3.044635942543063,28,1779.612325720164,1786.969674279836,rejection,newyork
2021-10-27 09:30:00+00:00,2021-10-27 09:45:00+00:00,1,1779.6304255853054,1787.1599999999999,1.9835634501175008,43,1780.622207310364,1784.7467926896359,rejection,london
2021-10-27 14:15:00+00:00,2021-10-27 14:30:00+00:00,1,1778.0430549831901,1788.42,3.1385414739477304,28,1779.612325720164,1786.969674279836,rejection,overlap
2021-11-04 15:15:00+00:00,2021-11-04 15:30:00+00:00,-1,1800.429282902457,1793.933,2.8825658049138645,36,1794.243091306749,1798.0889086932511,rejection,overlap
2021-12-07 14:15:00+00:00,2021-12-07 14:30:00+00:00,-1,1788.6168328140238,1778.93,2.520500154715991,43,1778.958417263334,1787.3565827366658,rejection,overlap
2021-12-09 14:30:00+00:00,2021-12-09 14:45:00+00:00,-1,1788.2313658735875,1777.2350000000001,2.9002787427535295,43,1777.9637734977891,1786.7812265022108,rejection,overlap
2021-12-09 16:15:00+00:00,2021-12-09 16:30:00+00:00,-1,1788.2324298195529,1776.8885,2.902406634684166,43,1777.9637734977891,1786.7812265022108,rejection,overlap
2021-12-14 16:15:00+00:00,2021-12-14 16:30:00+00:00,-1,1781.8936895140685,1773.2649999999999,2.8783618872968257,56,1773.9139914295797,1780.45450857042,rejection,overlap
2021-12-14 17:15:00+00:00,2021-12-14 17:30:00+00:00,-1,1781.6881600094441,1772.915,2.4673028780478075,56,1773.9139914295797,1780.45450857042,rejection,newyork
2021-12-15 19:15:00+00:00,2021-12-15 19:30:00+00:00,-1,1773.1584921452632,1763.045,2.9930798014036566,60,1764.690547755439,1771.6619522445612,rejection,newyork
2021-12-15 20:30:00+00:00,2021-12-15 20:45:00+00:00,-1,1788.5560216393076,1777.7485000000001,4.0125373425183115,43,1778.1952470319516,1786.5497529680483,rejection,newyork
2021-12-15 21:00:00+00:00,2021-12-15 21:15:00+00:00,-1,1788.4808698325523,1777.47,3.862233729008145,43,1778.1952470319516,1786.5497529680483,rejection,newyork
